equipment_id,date,days_since_last_service,maintenance_count_30d,maintenance_count_60d,maintenance_count_90d,equipment_class,unit,nmc_within_7d
EQ-00407,2024-12-27,56,7,9,14,engineer,1-1 BN,False
EQ-00408,2024-06-19,54,3,8,13,tracked,BSB,True
EQ-00409,2024-04-01,77,2,2,6,comms,2-1 BN,False
EQ-00410,2024-12-13,101,6,6,10,comms,1-3 BN,False
EQ-00411,2024-12-22,141,6,6,7,tracked,BSB,False
EQ-00412,2024-10-24,78,7,12,13,wheeled,2-1 BN,False
EQ-00413,2024-12-22,38,3,4,9,comms,HHC,False
EQ-00414,2024-01-05,148,1,6,7,aviation,2-1 BN,False
EQ-00415,2024-12-13,25,5,8,9,tracked,1-1 BN,False
EQ-00416,2024-09-20,39,6,7,7,aviation,2-1 BN,True
EQ-00417,2024-09-07,45,6,12,17,aviation,HHC,False
EQ-00418,2024-12-03,167,6,8,13,wheeled,1-3 BN,False
EQ-00419,2024-01-06,32,7,12,17,wheeled,1-2 BN,False
EQ-00420,2024-01-12,147,7,9,14,engineer,BSB,False
EQ-00421,2024-10-30,166,6,8,12,tracked,1-3 BN,True
EQ-00422,2024-02-02,180,0,3,7,engineer,BSB,False
EQ-00423,2024-09-28,150,8,13,18,comms,BSB,True
EQ-00424,2024-04-16,154,2,2,6,wheeled,1-3 BN,False
EQ-00425,2024-03-03,53,2,2,6,wheeled,BSB,False
EQ-00426,2024-01-18,130,4,6,10,wheeled,HHC,False
EQ-00427,2024-01-01,133,4,9,13,tracked,DIV CAV,False
EQ-00428,2024-09-08,91,8,12,13,aviation,HHC,False
EQ-00429,2024-01-23,,2,4,5,tracked,DIV CAV,False
EQ-00430,2024-10-09,72,2,7,11,tracked,DIV CAV,False
EQ-00431,2024-05-10,42,6,9,9,aviation,HHC,False
EQ-00432,2024-08-05,19,4,9,14,tracked,HHC,False
EQ-00433,2024-07-09,131,2,5,6,engineer,BSB,False
EQ-00434,2024-08-10,,3,3,5,comms,1-1 BN,False
EQ-00435,2024-12-16,85,1,3,5,engineer,1-2 BN,False
EQ-00436,2024-04-25,,6,7,10,aviation,BSB,False
EQ-00437,2024-03-04,79,7,7,11,tracked,DIV CAV,False
EQ-00438,2024-05-24,26,0,1,3,engineer,2-1 BN,False
EQ-00439,2024-04-02,174,8,12,16,aviation,2-1 BN,False
EQ-00440,2024-09-01,3,8,13,14,engineer,1-2 BN,False
EQ-00441,2024-07-12,14,5,10,11,engineer,2-1 BN,False
EQ-00442,2024-12-27,91,7,11,13,comms,2-1 BN,False
EQ-00443,2024-09-23,23,4,7,9,tracked,HHC,False
EQ-00444,2024-02-10,24,2,6,6,wheeled,1-3 BN,False
EQ-00445,2024-10-10,3,6,11,15,comms,1-2 BN,False
EQ-00446,2024-09-02,174,8,13,13,comms,DIV CAV,False
EQ-00447,2024-04-07,180,8,13,15,wheeled,HHC,False
EQ-00448,2024-12-04,11,7,8,13,engineer,BSB,False
EQ-00449,2024-09-25,94,2,6,8,tracked,2-1 BN,False
EQ-00450,2024-09-10,29,5,10,11,comms,BSB,False
EQ-00451,2024-03-01,76,4,5,5,aviation,DIV CAV,False
EQ-00452,2024-07-20,165,8,14,14,tracked,DIV CAV,False
EQ-00453,2024-09-06,158,7,9,11,wheeled,1-1 BN,False
EQ-00454,2024-06-28,3,1,4,7,tracked,DIV CAV,False
EQ-00455,2024-09-20,125,0,1,6,tracked,2-1 BN,False
EQ-00456,2024-07-21,110,2,6,8,aviation,2-1 BN,False
EQ-00457,2024-12-02,91,6,6,8,comms,HHC,False
EQ-00458,2024-04-11,11,2,5,8,wheeled,1-1 BN,False
EQ-00459,2024-03-23,171,4,4,7,tracked,2-1 BN,False
EQ-00460,2024-12-15,103,8,13,18,tracked,2-1 BN,False
EQ-00461,2024-03-08,6,2,3,5,wheeled,BSB,False
EQ-00462,2024-12-16,88,6,10,15,tracked,2-1 BN,True
EQ-00463,2024-05-28,110,3,7,8,aviation,1-2 BN,False
EQ-00464,2024-05-07,68,3,8,11,aviation,HHC,False
EQ-00465,2024-02-22,49,2,3,3,engineer,1-1 BN,False
EQ-00466,2024-05-20,110,0,4,5,tracked,1-1 BN,False
EQ-00467,2024-07-13,180,3,4,6,comms,1-1 BN,False
EQ-00468,2024-09-18,78,1,3,5,comms,1-3 BN,False
EQ-00469,2024-12-30,13,2,2,2,comms,HHC,True
EQ-00470,2024-06-13,72,1,4,5,tracked,2-1 BN,False
EQ-00471,2024-07-05,25,0,5,9,aviation,1-2 BN,False
EQ-00472,2024-06-18,93,8,12,14,aviation,1-3 BN,False
EQ-00473,2024-04-17,28,2,7,12,engineer,1-1 BN,False
EQ-00474,2024-10-27,115,1,1,5,tracked,1-3 BN,False
EQ-00475,2024-08-30,40,0,1,2,tracked,HHC,False
EQ-00476,2024-05-09,94,7,12,17,engineer,2-1 BN,False
EQ-00477,2024-02-04,129,0,1,5,comms,1-2 BN,False
EQ-00478,2024-05-28,16,3,8,11,wheeled,DIV CAV,False
EQ-00479,2024-09-19,131,6,10,13,wheeled,1-3 BN,False
EQ-00480,2024-04-15,,3,7,12,tracked,BSB,True
EQ-00481,2024-09-19,135,4,6,7,comms,1-3 BN,False
EQ-00482,2024-10-09,12,8,9,11,wheeled,1-2 BN,True
EQ-00483,2024-05-22,14,3,9,10,tracked,1-1 BN,False
EQ-00484,2024-11-28,95,5,5,10,aviation,1-3 BN,False
EQ-00485,2024-03-09,76,5,5,10,comms,BSB,False
EQ-00486,2024-07-01,72,2,4,4,tracked,BSB,False
EQ-00487,2024-10-25,177,6,11,13,wheeled,HHC,False
EQ-00488,2024-11-05,114,3,5,7,engineer,HHC,False
EQ-00489,2024-07-21,112,5,6,9,tracked,1-2 BN,False
EQ-00490,2024-08-23,46,3,7,10,tracked,1-2 BN,False
EQ-00491,2024-11-27,,2,3,6,aviation,1-2 BN,False
EQ-00492,2024-02-05,63,7,12,15,tracked,DIV CAV,True
EQ-00493,2024-03-11,97,6,6,6,wheeled,BSB,False
EQ-00494,2024-11-25,22,4,5,10,wheeled,BSB,False
EQ-00495,2024-01-05,87,1,2,3,wheeled,DIV CAV,False
EQ-00496,2024-08-15,123,2,3,3,tracked,1-3 BN,False
EQ-00497,2024-11-17,12,1,5,7,engineer,BSB,False
EQ-00498,2024-07-31,,3,3,4,tracked,1-2 BN,False
EQ-00499,2024-06-29,176,6,11,16,aviation,1-1 BN,False
EQ-00500,2024-09-08,58,1,3,5,tracked,1-3 BN,True
EQ-00501,2024-03-01,22,0,4,5,aviation,DIV CAV,False
EQ-00502,2024-06-20,109,2,7,12,engineer,BSB,False
EQ-00503,2024-05-26,70,7,12,14,aviation,BSB,False
EQ-00504,2024-12-30,39,2,4,5,wheeled,HHC,False
EQ-00505,2024-09-01,110,4,5,5,wheeled,1-2 BN,False
EQ-00506,2024-04-03,127,6,9,14,comms,DIV CAV,False
EQ-00507,2024-11-21,168,3,6,9,aviation,DIV CAV,False
EQ-00508,2024-09-30,59,6,6,10,comms,DIV CAV,False
EQ-00509,2024-10-22,61,5,5,6,tracked,1-1 BN,False
EQ-00510,2024-07-04,35,1,1,3,engineer,BSB,False
EQ-00511,2024-03-12,142,6,7,8,aviation,1-1 BN,False
EQ-00512,2024-03-11,37,6,11,11,wheeled,2-1 BN,False
EQ-00513,2024-07-09,170,1,4,8,wheeled,1-1 BN,False
EQ-00514,2024-03-16,63,1,1,5,aviation,2-1 BN,False
EQ-00515,2024-03-17,36,8,13,15,tracked,HHC,False
EQ-00516,2024-06-21,178,0,2,2,comms,HHC,False
EQ-00517,2024-01-17,129,2,2,5,engineer,HHC,False
EQ-00518,2024-08-20,67,8,10,15,engineer,1-2 BN,False
EQ-00519,2024-05-19,33,3,6,10,wheeled,2-1 BN,True
EQ-00520,2024-04-04,20,7,10,12,engineer,2-1 BN,False
EQ-00521,2024-07-13,96,6,7,9,tracked,1-1 BN,True
EQ-00522,2024-07-04,86,0,1,3,engineer,1-1 BN,False
EQ-00523,2024-02-03,80,3,7,8,tracked,1-1 BN,False
EQ-00524,2024-05-03,146,0,4,7,aviation,1-3 BN,True
EQ-00525,2024-02-17,,5,11,13,aviation,DIV CAV,False
EQ-00526,2024-04-09,92,2,7,12,aviation,2-1 BN,True
EQ-00527,2024-09-14,39,0,4,7,wheeled,BSB,False
EQ-00528,2024-01-20,175,7,7,12,aviation,HHC,True
EQ-00529,2024-04-28,168,2,8,13,tracked,DIV CAV,False
EQ-00530,2024-09-21,88,7,13,14,engineer,1-3 BN,False
EQ-00531,2024-11-15,,6,7,8,comms,DIV CAV,False
EQ-00532,2024-02-08,128,1,7,7,tracked,BSB,False
EQ-00533,2024-06-07,23,7,7,10,engineer,1-3 BN,False
EQ-00534,2024-03-23,94,5,5,5,wheeled,BSB,False
EQ-00535,2024-08-23,66,7,12,13,aviation,DIV CAV,False
EQ-00536,2024-09-06,74,6,9,13,wheeled,1-2 BN,False
EQ-00537,2024-08-13,160,5,7,7,aviation,DIV CAV,False
EQ-00538,2024-08-18,175,0,4,9,aviation,BSB,True
EQ-00539,2024-05-05,,1,3,6,engineer,2-1 BN,False
EQ-00540,2024-02-07,119,1,3,6,tracked,DIV CAV,False
EQ-00541,2024-08-26,28,6,12,15,wheeled,1-3 BN,False
EQ-00542,2024-02-03,155,7,8,13,aviation,1-1 BN,False
EQ-00543,2024-05-22,,2,5,6,comms,1-3 BN,False
EQ-00544,2024-10-17,98,0,6,8,wheeled,2-1 BN,False
EQ-00545,2024-04-19,6,6,8,10,wheeled,1-1 BN,False
EQ-00546,2024-03-13,21,4,10,15,wheeled,2-1 BN,False
EQ-00547,2024-09-25,67,2,8,8,tracked,2-1 BN,False
EQ-00548,2024-06-24,90,6,9,12,aviation,BSB,False
EQ-00549,2024-03-23,178,6,12,12,comms,DIV CAV,False
EQ-00550,2024-04-11,149,2,4,9,wheeled,HHC,False
EQ-00551,2024-06-11,118,2,5,7,wheeled,HHC,False
EQ-00552,2024-07-27,1,7,13,14,aviation,HHC,False
EQ-00553,2024-10-23,,3,6,11,wheeled,1-2 BN,False
EQ-00554,2024-11-03,54,3,8,12,comms,1-3 BN,False
EQ-00555,2024-07-05,79,8,14,14,wheeled,HHC,False
EQ-00556,2024-08-21,91,8,11,15,comms,1-3 BN,False
EQ-00557,2024-02-28,96,2,6,10,tracked,2-1 BN,False
EQ-00558,2024-07-14,177,6,11,13,aviation,BSB,False
EQ-00559,2024-02-20,27,1,6,6,wheeled,2-1 BN,False
EQ-00560,2024-02-23,160,8,8,13,comms,DIV CAV,False
EQ-00561,2024-01-17,55,3,9,12,aviation,1-1 BN,False
EQ-00562,2024-04-10,90,7,10,15,comms,HHC,False
EQ-00563,2024-07-21,58,8,10,12,wheeled,1-3 BN,False
EQ-00564,2024-06-06,2,6,6,6,comms,BSB,True
EQ-00565,2024-07-10,154,5,7,8,engineer,2-1 BN,False
EQ-00566,2024-05-03,50,6,12,12,engineer,DIV CAV,False
EQ-00567,2024-08-07,100,2,5,7,tracked,2-1 BN,False
EQ-00568,2024-04-28,33,8,8,13,wheeled,2-1 BN,False
EQ-00569,2024-11-17,41,5,6,6,aviation,2-1 BN,True
EQ-00570,2024-01-06,159,8,8,12,engineer,HHC,False
EQ-00571,2024-03-07,92,2,3,8,comms,1-3 BN,False
EQ-00572,2024-04-09,97,4,9,9,engineer,1-2 BN,False
EQ-00573,2024-11-17,149,1,1,4,wheeled,1-1 BN,False
EQ-00574,2024-02-24,47,1,1,4,tracked,BSB,False
EQ-00575,2024-04-16,6,6,6,9,comms,1-1 BN,False
EQ-00576,2024-04-17,81,7,13,14,comms,1-1 BN,False
EQ-00577,2024-04-01,9,1,3,5,engineer,DIV CAV,False
EQ-00578,2024-11-03,,8,13,15,engineer,1-2 BN,False
EQ-00579,2024-11-06,133,8,14,15,wheeled,1-3 BN,False
EQ-00580,2024-02-28,,2,3,3,tracked,1-2 BN,False
EQ-00581,2024-05-17,24,5,10,14,aviation,2-1 BN,False
EQ-00582,2024-09-10,103,3,5,6,comms,BSB,False
EQ-00583,2024-05-23,151,4,5,6,comms,2-1 BN,False
EQ-00584,2024-08-09,70,5,9,9,comms,2-1 BN,False
EQ-00585,2024-04-12,162,1,4,5,engineer,DIV CAV,False
EQ-00586,2024-05-09,155,8,10,13,engineer,1-2 BN,True
EQ-00587,2024-06-14,92,3,3,4,comms,1-3 BN,False
EQ-00588,2024-03-15,82,0,5,7,aviation,DIV CAV,False
EQ-00589,2024-06-13,99,4,8,9,tracked,1-1 BN,False
EQ-00590,2024-10-14,172,1,5,10,aviation,BSB,False
EQ-00591,2024-08-10,51,3,3,6,aviation,1-3 BN,False
EQ-00592,2024-08-03,44,5,9,12,wheeled,1-1 BN,False
EQ-00593,2024-05-25,148,0,3,5,wheeled,2-1 BN,False
EQ-00594,2024-01-19,11,5,10,10,engineer,1-1 BN,False
EQ-00595,2024-07-31,89,6,6,10,aviation,2-1 BN,False
EQ-00596,2024-11-09,179,7,10,15,wheeled,1-1 BN,False
EQ-00597,2024-07-10,58,0,6,6,engineer,1-3 BN,False
EQ-00598,2024-12-18,23,3,8,10,comms,DIV CAV,False
EQ-00599,2024-01-03,12,1,1,3,wheeled,1-3 BN,False
EQ-00600,2024-12-18,98,4,9,10,engineer,DIV CAV,False
EQ-00601,2024-08-23,38,6,11,14,wheeled,DIV CAV,False
EQ-00602,2024-09-27,170,7,9,11,tracked,2-1 BN,False
EQ-00603,2024-04-25,76,1,3,7,wheeled,1-2 BN,False
EQ-00604,2024-12-03,20,7,7,8,tracked,1-2 BN,True
EQ-00605,2024-08-27,27,5,6,10,comms,DIV CAV,False
EQ-00606,2024-06-09,168,2,8,12,aviation,1-2 BN,True
EQ-00607,2024-04-22,116,8,9,12,aviation,1-3 BN,False
EQ-00608,2024-08-04,148,1,2,5,tracked,HHC,False
EQ-00609,2024-02-26,,7,8,10,tracked,HHC,True
EQ-00610,2024-09-28,31,8,8,10,comms,1-2 BN,False
EQ-00611,2024-07-22,86,0,3,5,engineer,1-1 BN,False
EQ-00612,2024-11-28,109,3,5,6,comms,DIV CAV,False
EQ-00613,2024-05-21,133,6,6,11,engineer,1-2 BN,True
EQ-00614,2024-02-26,10,4,5,5,tracked,1-3 BN,False
EQ-00615,2024-04-25,104,6,9,9,engineer,BSB,False
EQ-00616,2024-12-20,44,3,5,10,aviation,DIV CAV,False
EQ-00617,2024-05-27,129,7,12,14,wheeled,HHC,False
EQ-00618,2024-05-02,18,2,3,5,tracked,1-2 BN,False
EQ-00619,2024-01-07,6,2,4,4,comms,BSB,False
EQ-00620,2024-01-05,122,0,3,4,engineer,1-1 BN,False
EQ-00621,2024-01-09,75,3,7,11,engineer,1-2 BN,False
EQ-00622,2024-02-18,86,7,10,15,wheeled,DIV CAV,False
EQ-00623,2024-05-11,118,0,6,8,comms,1-3 BN,False
EQ-00624,2024-09-22,70,8,13,18,engineer,2-1 BN,True
EQ-00625,2024-04-22,8,3,7,12,tracked,2-1 BN,False
EQ-00626,2024-07-03,50,6,11,11,tracked,HHC,False
EQ-00627,2024-12-13,116,8,9,11,engineer,1-3 BN,False
EQ-00628,2024-06-18,71,4,5,5,comms,HHC,False
EQ-00629,2024-06-24,117,5,7,7,engineer,2-1 BN,False
EQ-00630,2024-12-16,39,8,10,14,tracked,1-2 BN,False
EQ-00631,2024-06-04,76,0,3,3,comms,BSB,False
EQ-00632,2024-10-30,79,0,3,5,wheeled,1-1 BN,False
EQ-00633,2024-01-26,73,8,13,17,aviation,1-1 BN,False
EQ-00634,2024-12-31,51,6,10,10,aviation,1-1 BN,False
EQ-00635,2024-08-30,174,6,9,12,aviation,1-1 BN,False
EQ-00636,2024-05-13,45,6,11,13,aviation,1-2 BN,False
EQ-00637,2024-12-15,107,8,9,11,tracked,1-3 BN,False
EQ-00638,2024-10-17,97,6,6,7,comms,HHC,False
EQ-00639,2024-06-09,92,7,9,12,engineer,2-1 BN,False
EQ-00640,2024-08-24,7,6,6,7,wheeled,1-3 BN,False
EQ-00641,2024-05-04,33,8,12,14,engineer,BSB,True
EQ-00642,2024-07-20,2,7,13,17,tracked,1-1 BN,False
EQ-00643,2024-02-13,167,1,3,7,wheeled,1-3 BN,True
EQ-00644,2024-10-16,16,1,6,10,comms,HHC,False
EQ-00645,2024-01-28,144,7,8,9,tracked,HHC,False
EQ-00646,2024-03-20,2,7,11,16,aviation,1-1 BN,False
EQ-00647,2024-01-01,31,8,8,9,tracked,2-1 BN,False
EQ-00648,2024-01-13,15,1,3,6,engineer,1-2 BN,False
EQ-00649,2024-04-30,157,7,13,18,engineer,2-1 BN,False
EQ-00650,2024-03-15,169,3,4,8,wheeled,DIV CAV,False
EQ-00651,2024-04-12,75,1,5,8,comms,1-3 BN,False
EQ-00652,2024-07-19,28,7,10,13,comms,1-3 BN,False
EQ-00653,2024-08-22,3,4,4,9,wheeled,HHC,False
EQ-00654,2024-11-13,,5,6,9,comms,2-1 BN,False
EQ-00655,2024-05-21,92,8,14,18,wheeled,HHC,False
EQ-00656,2024-09-25,45,2,4,9,comms,1-3 BN,False
EQ-00657,2024-08-23,169,4,7,7,tracked,HHC,False
EQ-00658,2024-09-04,156,2,6,11,comms,BSB,False
EQ-00659,2024-12-03,179,5,9,13,engineer,DIV CAV,False
EQ-00660,2024-07-25,,2,3,3,wheeled,2-1 BN,False
EQ-00661,2024-12-13,60,3,3,4,comms,2-1 BN,False
EQ-00662,2024-08-03,65,1,1,6,wheeled,BSB,False
EQ-00663,2024-07-10,8,2,4,4,engineer,2-1 BN,False
EQ-00664,2024-03-09,51,4,7,10,engineer,1-2 BN,False
EQ-00665,2024-04-13,136,3,3,7,tracked,HHC,True
EQ-00666,2024-02-19,,2,2,4,tracked,DIV CAV,False
EQ-00667,2024-10-06,175,8,11,12,wheeled,DIV CAV,False
EQ-00668,2024-08-30,159,8,14,15,engineer,2-1 BN,False
EQ-00669,2024-08-06,146,1,2,6,comms,1-1 BN,False
EQ-00670,2024-09-12,139,5,5,6,tracked,1-3 BN,False
EQ-00671,2024-05-08,18,2,4,4,comms,1-2 BN,False
EQ-00672,2024-09-22,103,0,4,9,engineer,DIV CAV,False
EQ-00673,2024-08-29,9,5,8,10,aviation,BSB,False
EQ-00674,2024-01-31,85,0,1,4,tracked,DIV CAV,True
EQ-00675,2024-11-08,19,6,10,15,wheeled,1-1 BN,False
EQ-00676,2024-10-09,70,0,0,0,comms,1-2 BN,False
EQ-00677,2024-11-28,78,3,3,3,aviation,BSB,True
EQ-00678,2024-04-10,98,0,4,7,engineer,BSB,True
EQ-00679,2024-07-12,110,8,9,9,tracked,DIV CAV,False
EQ-00680,2024-07-07,112,0,1,2,aviation,1-1 BN,True
EQ-00681,2024-04-26,138,0,6,6,comms,1-2 BN,False
EQ-00682,2024-01-30,113,2,4,4,wheeled,DIV CAV,False
EQ-00683,2024-12-01,34,6,9,14,tracked,1-1 BN,False
EQ-00684,2024-02-09,53,7,12,17,aviation,BSB,False
EQ-00685,2024-04-22,94,8,10,15,comms,1-3 BN,False
EQ-00686,2024-06-12,14,5,8,13,engineer,2-1 BN,False
EQ-00687,2024-05-23,36,8,9,11,wheeled,1-2 BN,False
EQ-00688,2024-03-03,37,0,1,6,aviation,BSB,False
EQ-00689,2024-08-20,,0,2,4,wheeled,1-3 BN,False
EQ-00690,2024-02-13,157,6,9,9,wheeled,2-1 BN,False
EQ-00691,2024-08-15,98,2,7,10,wheeled,HHC,False
EQ-00692,2024-06-05,90,0,4,6,wheeled,1-3 BN,False
EQ-00693,2024-10-29,88,6,12,15,tracked,HHC,False
EQ-00694,2024-01-30,174,4,10,14,wheeled,DIV CAV,False
EQ-00695,2024-10-17,98,7,12,13,engineer,1-1 BN,False
EQ-00696,2024-05-23,64,8,10,12,aviation,1-1 BN,False
EQ-00697,2024-11-11,169,4,10,15,aviation,DIV CAV,False
EQ-00698,2024-01-07,170,5,11,13,wheeled,2-1 BN,False
EQ-00699,2024-08-24,120,0,2,5,wheeled,DIV CAV,False
EQ-00700,2024-04-21,21,4,8,12,comms,1-1 BN,False
EQ-00701,2024-08-13,71,4,10,13,tracked,HHC,False
EQ-00702,2024-03-30,168,0,1,1,tracked,1-2 BN,False
EQ-00703,2024-12-16,149,5,5,9,engineer,1-1 BN,False
EQ-00704,2024-12-31,5,5,9,14,aviation,1-2 BN,True
EQ-00705,2024-06-28,114,1,5,5,wheeled,1-3 BN,False
EQ-00706,2024-10-19,175,6,6,11,aviation,1-3 BN,False
EQ-00707,2024-03-14,93,5,8,13,wheeled,1-3 BN,False
EQ-00708,2024-11-14,12,4,5,9,wheeled,DIV CAV,True
EQ-00709,2024-04-18,131,5,6,9,aviation,1-1 BN,False
EQ-00710,2024-12-02,167,1,1,2,tracked,DIV CAV,False
EQ-00711,2024-11-18,138,1,7,11,engineer,DIV CAV,False
EQ-00712,2024-08-29,82,4,5,9,engineer,1-2 BN,False
EQ-00713,2024-06-17,93,3,6,8,tracked,1-1 BN,False
EQ-00714,2024-12-20,105,5,5,7,tracked,1-1 BN,False
EQ-00715,2024-07-04,115,6,7,11,comms,1-2 BN,False
EQ-00716,2024-10-02,105,2,6,8,tracked,1-3 BN,False
EQ-00717,2024-06-09,108,8,9,13,wheeled,BSB,False
EQ-00718,2024-04-11,4,2,2,5,tracked,DIV CAV,False
EQ-00719,2024-12-30,33,0,6,9,comms,1-2 BN,True
EQ-00720,2024-02-07,136,6,9,11,tracked,HHC,True
EQ-00721,2024-10-12,31,5,11,13,tracked,DIV CAV,False
EQ-00722,2024-02-25,91,7,10,15,wheeled,BSB,False
EQ-00723,2024-08-11,180,2,7,8,aviation,DIV CAV,False
EQ-00724,2024-09-17,2,5,10,15,wheeled,1-3 BN,False
EQ-00725,2024-08-12,151,4,10,10,tracked,2-1 BN,False
EQ-00726,2024-06-23,135,8,14,17,wheeled,2-1 BN,False
EQ-00727,2024-06-12,11,3,6,10,tracked,DIV CAV,False
EQ-00728,2024-06-09,43,1,3,5,wheeled,1-2 BN,False
EQ-00729,2024-03-27,67,1,2,7,aviation,1-1 BN,False
EQ-00730,2024-04-15,44,0,4,4,engineer,DIV CAV,False
EQ-00731,2024-10-02,,0,2,3,tracked,DIV CAV,False
EQ-00732,2024-08-06,117,4,4,9,comms,BSB,False
EQ-00733,2024-03-02,127,4,4,5,comms,HHC,False
EQ-00734,2024-12-08,21,3,8,8,wheeled,DIV CAV,False
EQ-00735,2024-06-20,132,1,6,11,aviation,1-1 BN,False
EQ-00736,2024-08-09,134,5,6,10,wheeled,HHC,False
EQ-00737,2024-01-19,151,6,12,13,wheeled,1-3 BN,False
EQ-00738,2024-08-28,48,7,9,10,tracked,1-1 BN,False
EQ-00739,2024-09-21,,1,4,8,tracked,HHC,False
EQ-00740,2024-04-01,68,6,11,15,wheeled,1-3 BN,False
EQ-00741,2024-09-04,47,4,10,11,engineer,HHC,False
EQ-00742,2024-09-05,101,5,9,12,comms,1-2 BN,False
EQ-00743,2024-02-27,115,5,6,11,aviation,1-2 BN,False
EQ-00744,2024-08-25,89,6,11,12,aviation,2-1 BN,False
EQ-00745,2024-09-07,61,0,2,4,engineer,BSB,False
EQ-00746,2024-07-28,83,4,9,11,wheeled,BSB,False
EQ-00747,2024-08-14,14,4,7,12,comms,HHC,False
EQ-00748,2024-01-24,57,2,6,7,aviation,1-1 BN,False
EQ-00749,2024-11-10,155,8,8,13,engineer,2-1 BN,True
EQ-00750,2024-02-16,142,1,6,6,aviation,1-3 BN,False
EQ-00751,2024-10-01,138,6,12,17,tracked,BSB,False
EQ-00752,2024-03-23,56,8,13,14,aviation,1-1 BN,False
EQ-00753,2024-01-11,102,7,7,8,engineer,1-1 BN,False
EQ-00754,2024-04-27,,1,7,10,tracked,1-2 BN,False
EQ-00755,2024-05-18,130,6,6,6,wheeled,DIV CAV,False
EQ-00756,2024-11-05,151,6,7,11,tracked,BSB,False
EQ-00757,2024-06-14,6,4,6,9,comms,1-3 BN,False
EQ-00758,2024-12-01,75,6,6,7,engineer,DIV CAV,False
EQ-00759,2024-05-22,180,8,12,13,comms,2-1 BN,False
EQ-00760,2024-07-20,28,7,8,12,aviation,2-1 BN,False
EQ-00761,2024-04-28,145,1,6,8,comms,BSB,False
EQ-00762,2024-11-18,44,3,9,12,wheeled,1-1 BN,False
EQ-00763,2024-03-13,122,8,13,17,comms,1-1 BN,False
EQ-00764,2024-09-09,87,2,2,4,aviation,DIV CAV,False
EQ-00765,2024-07-27,54,8,14,17,wheeled,1-3 BN,False
EQ-00766,2024-11-29,124,8,12,17,tracked,1-1 BN,False
EQ-00767,2024-02-23,97,2,8,8,comms,HHC,False
EQ-00768,2024-03-03,30,0,3,6,tracked,BSB,False
EQ-00769,2024-09-25,141,6,9,9,comms,2-1 BN,False
EQ-00770,2024-05-30,158,5,9,14,aviation,1-3 BN,False
EQ-00771,2024-09-24,96,8,12,14,tracked,1-2 BN,False
EQ-00772,2024-06-18,122,0,2,5,tracked,2-1 BN,False
EQ-00773,2024-02-04,49,3,8,8,wheeled,1-3 BN,False
EQ-00774,2024-02-18,153,2,2,4,wheeled,1-2 BN,False
EQ-00775,2024-06-25,71,4,10,13,wheeled,1-3 BN,False
EQ-00776,2024-07-07,66,8,12,17,engineer,1-1 BN,False
EQ-00777,2024-10-30,56,4,5,7,tracked,1-2 BN,False
EQ-00778,2024-09-24,99,5,9,13,engineer,BSB,False
EQ-00779,2024-11-11,1,3,4,4,comms,DIV CAV,False
EQ-00780,2024-03-16,1,5,5,5,tracked,BSB,False
EQ-00781,2024-08-13,84,4,8,8,comms,2-1 BN,False
EQ-00782,2024-07-12,91,4,10,14,comms,1-1 BN,False
EQ-00783,2024-11-05,163,4,9,10,tracked,DIV CAV,False
EQ-00784,2024-08-14,65,1,5,8,comms,1-2 BN,False
EQ-00785,2024-01-13,172,5,10,13,aviation,DIV CAV,False
EQ-00786,2024-04-07,3,3,6,8,comms,1-1 BN,False
EQ-00787,2024-10-27,95,4,8,8,aviation,1-1 BN,False
EQ-00788,2024-11-27,102,0,5,10,aviation,HHC,False
EQ-00789,2024-01-30,121,7,10,11,engineer,BSB,False
EQ-00790,2024-11-27,10,5,5,9,engineer,1-2 BN,False
EQ-00791,2024-12-27,34,1,4,4,tracked,HHC,True
EQ-00792,2024-12-29,140,4,10,11,wheeled,HHC,False
EQ-00793,2024-01-09,82,2,6,11,aviation,DIV CAV,False
EQ-00794,2024-01-08,171,0,0,1,comms,DIV CAV,False
EQ-00795,2024-03-16,114,0,2,6,aviation,DIV CAV,False
EQ-00796,2024-07-28,1,4,6,10,tracked,1-3 BN,False
EQ-00797,2024-08-26,23,7,7,7,engineer,1-2 BN,False
EQ-00798,2024-02-14,161,0,6,7,tracked,1-2 BN,False
EQ-00799,2024-11-22,64,4,10,15,aviation,BSB,False
EQ-00800,2024-04-07,98,4,5,7,tracked,1-3 BN,False
EQ-00001,2024-07-30,70,3,4,6,tracked,2-1 BN,False
EQ-00002,2024-05-15,149,5,7,12,wheeled,BSB,False
EQ-00003,2024-11-19,,6,7,11,tracked,HHC,False
EQ-00004,2024-08-10,175,4,5,7,aviation,DIV CAV,False
EQ-00005,2024-10-09,54,4,5,8,aviation,1-1 BN,False
EQ-00006,2024-09-21,120,5,7,11,tracked,DIV CAV,False
EQ-00007,2024-01-18,162,5,11,11,aviation,2-1 BN,False
EQ-00008,2024-06-20,26,2,4,6,aviation,DIV CAV,False
EQ-00009,2024-04-05,158,7,11,15,wheeled,HHC,False
EQ-00010,2024-07-23,65,5,9,11,comms,2-1 BN,False
EQ-00011,2024-06-02,60,8,8,11,wheeled,1-3 BN,False
EQ-00012,2024-10-22,42,8,9,11,comms,HHC,False
EQ-00013,2024-09-25,146,2,3,8,tracked,1-1 BN,False
